log_timestamp_millis;seq;det_drowsiness;det_microsleep;det_reserved_0;det_no_driver;det_fake_driver;det_eyes_on_road;det_distraction;det_smoking;det_eating;det_drinking;det_phoning;det_reserved_1;det_long_distraction;det_short_distraction;timestamp;tracking_status;head_pose_origin_x;head_pose_origin_y;head_pose_origin_z;head_pose_x_axis_x;head_pose_x_axis_y;head_pose_x_axis_z;head_pose_y_axis_x;head_pose_y_axis_y;head_pose_y_axis_z;head_pose_z_axis_x;head_pose_z_axis_y;head_pose_z_axis_z;head_pose_quality;consensus_gaze_origin_x;consensus_gaze_origin_y;consensus_gaze_origin_z;consensus_gaze_direction_x;consensus_gaze_direction_y;consensus_gaze_direction_z;consensus_gaze_quality;se_perclos_value;se_perclos_quality;drowsiness_4_level_value;drowsiness_4_level_status;eye_open_left_value;eye_open_left_quality;eye_open_right_value;eye_open_right_quality;eye_opening_left_value;eye_opening_left_quality;eye_opening_right_value;eye_opening_right_quality;eye_closure_duration;tracking_state;valid
1737631800469;304017;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162010274000;2;-0.005182859022170305;0.08991145342588425;0.9375364780426025;-0.9912548661231995;-0.0037318910472095013;-0.1319083869457245;-0.021277951076626778;0.9910399913787842;0.13185985386371613;0.13023439049720764;0.1335134655237198;-0.9824526309967041;1.0;-0.004140392877161503;0.09281724691390991;0.9321381449699402;0.12301598489284515;0.09905992448329926;-0.9874483346939087;0.9391998648643494;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009844508022069931;0.9493396878242493;0.009368257597088814;0.8710930943489075;0;2;TRUE
1737631800486;304018;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162026960000;2;-0.004755751229822636;0.0897679328918457;0.9373376965522766;-0.9911201000213623;0.001985216047614813;-0.13295488059520721;-0.015357019379734993;0.9914886355400085;0.12928423285484314;0.13207991421222687;0.13017798960208893;-0.9826538562774658;1.0;-0.003912365064024925;0.09279319643974304;0.9318761229515076;0.11856098473072052;0.09549400955438614;-0.9883441925048828;0.935697615146637;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009915012866258621;0.9748414754867554;0.009326325729489326;0.8710319995880127;0;2;TRUE
1737631800497;304019;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162026960000;2;-0.004755751229822636;0.0897679328918457;0.9373376965522766;-0.9911201000213623;0.001985216047614813;-0.13295488059520721;-0.015357019379734993;0.9914886355400085;0.12928423285484314;0.13207991421222687;0.13017798960208893;-0.9826538562774658;1.0;-0.003912365064024925;0.09279319643974304;0.9318761229515076;0.11856098473072052;0.09549400955438614;-0.9883441925048828;0.935697615146637;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009915012866258621;0.9748414754867554;0.009326325729489326;0.8710319995880127;0;2;TRUE
1737631800525;304020;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162060328000;2;-0.0041162604466080666;0.08963216096162796;0.9371315240859985;-0.9903976917266846;0.003187730675563216;-0.13821099698543549;-0.01449069194495678;0.9918334484100342;0.1267138421535492;0.13748621940612793;0.12749986350536346;-0.9822633862495422;1.0;-0.0035041815135627985;0.09257073700428009;0.9314769506454468;0.11386395990848541;0.09117911756038666;-0.989303469657898;0.9425179362297058;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.00992408487945795;1.0;0.009510966017842293;0.8690789341926575;0;2;TRUE
1737631800535;304021;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162077009000;2;-0.003534151939675212;0.08953087776899338;0.9368257522583008;-0.9891144633293152;0.0033107977360486984;-0.1471107453107834;-0.014869156293570995;0.9923807382583618;0.12230833619832993;0.14639480412006378;0.1231643557548523;-0.9815289378166199;1.0;-0.0030720094218850136;0.09245544672012329;0.9312276244163513;0.1171376183629036;0.09368865936994553;-0.9886866211891174;0.9444836378097534;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.01003134623169899;1.0;0.009475894272327423;0.867141604423523;0;2;TRUE
1737631800552;304022;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162093703000;2;-0.003448166884481907;0.08971074223518372;0.9371126294136047;-0.9882280230522156;0.0005553853698074818;-0.15298698842525482;-0.01932750828564167;0.9915280938148499;0.12844665348529816;0.1517622172832489;0.12989144027233124;-0.9798451066017151;1.0;-0.002545616589486599;0.09239161014556885;0.9311550855636597;0.1224556639790535;0.100401371717453;-0.9873824715614319;0.9497974514961243;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.010148690082132816;1.0;0.00970996543765068;0.8658446073532104;0;2;TRUE
1737631800568;304023;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162110379000;2;-0.003141507040709257;0.08984589576721191;0.9375162720680237;-0.9873736500740051;0.002913895295932889;-0.1583816558122635;-0.018773667514324188;0.9906318187713623;0.13526327908039093;0.15729205310344696;0.13652880489826202;-0.9780690670013428;1.0;-0.002327270805835724;0.09241156280040741;0.9311551451683044;0.12668582797050476;0.10697431862354279;-0.9861577749252319;0.9534635543823242;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.010306213982403278;1.0;0.010200085118412971;0.8649682998657227;0;2;TRUE
1737631800586;304024;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162127063000;2;-0.0030923287849873304;0.0898926630616188;0.9379286766052246;-0.9874764680862427;0.006011816672980785;-0.15765191614627838;-0.016710150986909866;0.9896672964096069;0.14240600168704987;0.15687905251979828;0.14325696229934692;-0.9771726727485657;1.0;-0.002332802629098296;0.09241736680269241;0.9311841130256653;0.12835551798343658;0.10975965857505798;-0.9856356978416443;0.9517884254455566;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.010173752903938293;1.0;0.010235131718218327;0.8651937246322632;0;2;TRUE
1737631800602;304025;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162143747000;2;-0.0028308480978012085;0.08983909338712692;0.9383589029312134;-0.9871102571487427;0.010754897259175777;-0.15967974066734314;-0.013237213715910912;0.9888342022895813;0.14843085408210754;0.15949314832687378;0.14863133430480957;-0.9759460091590881;1.0;-0.0022767772898077965;0.09237191826105118;0.9313096404075623;0.13274748623371124;0.11113603413105011;-0.9848994016647339;0.9485440254211426;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.010062855668365955;1.0;0.010315974242985249;0.8672624230384827;0;2;TRUE
1737631800619;304026;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162160432000;2;-0.0026435106992721558;0.08968173712491989;0.9387090802192688;-0.9868136644363403;0.014043192379176617;-0.1612500548362732;-0.010849331505596638;0.9882498383522034;0.15246166288852692;0.1614963859319687;0.15220071375370026;-0.975066065788269;1.0;-0.002122332341969013;0.09213285893201828;0.9316253662109375;0.14030906558036804;0.11108189076185226;-0.9838567972183228;0.9462831616401672;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.00968609843403101;1.0;0.010428432375192642;0.8702458143234253;0;2;TRUE
1737631800636;304027;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162177120000;2;-0.002656534081324935;0.0895347073674202;0.9391084909439087;-0.9867106676101685;0.01444279309362173;-0.16184382140636444;-0.011309315450489521;0.9875219464302063;0.15707488358020782;0.162092924118042;0.15681780874729156;-0.9742351174354553;1.0;-0.00017701795150060207;0.09163626283407211;0.9325798749923706;0.14260932803153992;0.11104211956262589;-0.9835304617881775;0.8998921513557434;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.00954754464328289;1.0;0.010086779482662678;0.8746238946914673;0;2;TRUE
1737631800654;304028;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162193801000;2;-0.002827801974490285;0.08937183767557144;0.9396687746047974;-0.9873020648956299;0.010586218908429146;-0.15850086510181427;-0.015674244612455368;0.9864159226417542;0.1635172814130783;0.15807880461215973;0.16392533481121063;-0.9737246036529541;1.0;-0.0009179369662888348;0.09138816595077515;0.9328171610832214;0.14145079255104065;0.11117234826087952;-0.9836830496788025;0.8510720729827881;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009411401115357876;1.0;0.010072392411530018;0.8797321319580078;0;2;TRUE
1737631800670;304029;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162210484000;2;-0.0029511551838368177;0.08926067501306534;0.9401249885559082;-0.9876312613487244;0.008573712781071663;-0.15655997395515442;-0.018176579847931862;0.9855112433433533;0.16863346099853516;0.15573741495609283;0.169393390417099;-0.9731658101081848;1.0;0.0015661373035982251;0.09090036898851395;0.933908224105835;0.14450402557849884;0.10339973121881485;-0.9840869307518005;0.7407814264297485;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009265500120818615;1.0;0.010136709548532963;0.884768545627594;0;2;TRUE
1737631800686;304030;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162227174000;2;-0.0029310372192412615;0.08930927515029907;0.9404368996620178;-0.9880443811416626;0.012443325482308865;-0.15366683900356293;-0.014522707089781761;0.9847932457923889;0.17312246561050415;0.1534842848777771;0.17328433692455292;-0.9728386998176575;1.0;-0.0007244766457006335;0.09049875289201736;0.9340252876281738;0.14074549078941345;0.09304571151733398;-0.9856638312339783;0.6254921555519104;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009304933249950409;1.0;0.009973723441362381;0.8897350430488586;0;2;TRUE
1737631800702;304031;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162243852000;2;-0.00293498276732862;0.08909610658884048;0.9403201341629028;-0.987845242023468;0.009432004764676094;-0.15515431761741638;-0.01732347346842289;0.9852588176727295;0.17019104957580566;0.15447239577770233;0.17081022262573242;-0.9731197953224182;1.0;0.00391748733818531;0.0900435820221901;0.9351009726524353;0.1492689847946167;0.06226137652993202;-0.9868344664573669;0.48866915702819824;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009185470640659332;1.0;0.00999187771230936;0.894204318523407;0;2;TRUE
1737631800719;304032;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162260537000;2;-0.002824021503329277;0.08912471681833267;0.9405749440193176;-0.9878783226013184;0.012298165820538998;-0.15474224090576172;-0.014904609881341457;0.9847363233566284;0.1734135001897812;0.15451297163963318;0.17361781001091003;-0.9726163744926453;1.0;0.003781441133469343;0.08991673588752747;0.9351328015327454;0.15322574973106384;0.05144108831882477;-0.9868513941764832;0.46482405066490173;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009296823292970657;1.0;0.009988941252231598;0.9223703145980835;0;2;TRUE
1737631800735;304033;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162277220000;2;-0.002975997282192111;0.08915487676858902;0.9406802654266357;-0.9879499077796936;0.01217707060277462;-0.1542942374944687;-0.01520039513707161;0.9844471216201782;0.1750221699476242;0.15402577817440033;0.17525845766067505;-0.9723993539810181;1.0;0.0038328911177814007;0.0897909551858902;0.9351929426193237;0.15667909383773804;0.036204200237989426;-0.9869858026504517;0.44577616453170776;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.00928823184221983;1.0;0.009975908324122429;0.9492229223251343;0;2;TRUE
1737631800752;304034;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162293907000;2;-0.0031496172305196524;0.08932667225599289;0.9407540559768677;-0.9877414107322693;0.010109607130289078;-0.1557713747024536;-0.017727257683873177;0.9841801524162292;0.17628157138824463;0.15508922934532166;0.17688199877738953;-0.9719362854957581;1.0;-0.00031693457276560366;0.08930125087499619;0.9347772002220154;0.15674839913845062;-0.04246015101671219;-0.9867254495620728;0.3335636258125305;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.00931690912693739;1.0;0.009989939630031586;0.9749917387962341;0;2;TRUE
1737631800771;304035;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162310588000;2;-0.003186939749866724;0.08952520787715912;0.9408479928970337;-0.9875243306159973;0.011926415376365185;-0.15701402723789215;-0.01644884981215;0.9838594794273376;0.1781850904226303;0.1566048562526703;0.1785448044538498;-0.9713890552520752;1.0;8.926064765546471e-05;0.08920537680387497;0.9348677396774292;0.16368140280246735;-0.06424862146377563;-0.9844188690185547;0.3071860373020172;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009466305375099182;1.0;0.009883405640721321;1.0;0;2;TRUE
1737631800785;304036;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162327272000;2;-0.003133281832560897;0.08962234854698181;0.9410624504089355;-0.9874792098999023;0.01436090748757124;-0.15709400177001953;-0.014536294154822826;0.9833267331123352;0.1812656968832016;0.1570778638124466;0.18127967417240143;-0.9708059430122375;1.0;-0.006382836494594812;0.08884058892726898;0.933998703956604;0.17385075986385345;-0.14243881404399872;-0.9744162559509277;0.2112133800983429;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009522400796413422;1.0;0.009672990068793297;1.0;0;2;TRUE
1737631800803;304037;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162343958000;2;-0.0030805477872490883;0.08963798731565475;0.9411775469779968;-0.9871067404747009;0.014985566027462482;-0.15936040878295898;-0.014535140246152878;0.9831021428108215;0.18247993290424347;0.15940211713314056;0.1824434995651245;-0.9702088832855225;1.0;-0.01654106192290783;0.0889461562037468;0.9323974251747131;0.19245067238807678;-0.20403516292572021;-0.959860622882843;0.28186479210853577;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009540999308228493;1.0;0.009669456630945206;1.0;0;2;TRUE
1737631800819;304038;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162360640000;2;-0.003160504624247551;0.08975598961114883;0.9412131309509277;-0.9872419238090515;0.016706101596355438;-0.1583484560251236;-0.012787018902599812;0.9829504489898682;0.18342554569244385;0.15871299803256989;0.18311019241809845;-0.9701963067054749;1.0;-0.00018184508371632546;0.0896201878786087;0.9348607063293457;0.15784886479377747;-0.2169961929321289;-0.9633256793022156;0.37872570753097534;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009551327675580978;1.0;0.009586699306964874;1.0;0;2;TRUE
1737631800835;304039;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162377324000;2;-0.0034285769797861576;0.08982542902231216;0.9412720799446106;-0.986748218536377;0.010247355327010155;-0.1619350165128708;-0.0199724230915308;0.9827438592910767;0.18389029800891876;0.1610250324010849;0.18468765914440155;-0.9695160388946533;1.0;0.0012817422393709421;0.08962404727935791;0.9350671768188477;0.16317887604236603;-0.2294004261493683;-0.9595562219619751;0.3701919615268707;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009456644766032696;1.0;0.009535303339362144;1.0;0;2;TRUE
1737631800852;304040;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162394012000;2;-0.003428725292906165;0.09000904858112335;0.9417868852615356;-0.9874393939971924;0.013775474391877651;-0.15739643573760986;-0.016776354983448982;0.9814189076423645;0.1911424845457077;0.15710490942001343;0.19138215482234955;-0.9688606262207031;1.0;0.0006443349411711097;0.08965728431940079;0.9350349307060242;0.16135220229625702;-0.24280904233455658;-0.9565611481666565;0.35128602385520935;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009495412930846214;1.0;0.009760486893355846;1.0;0;2;TRUE
1737631800869;304041;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162410694000;2;-0.0035244354512542486;0.09009536355733871;0.9420872330665588;-0.9876808524131775;0.013509660959243774;-0.15589754283428192;-0.017342565581202507;0.9806785583496094;0.19485589861869812;0.1555178016424179;0.19515909254550934;-0.9683631062507629;1.0;-0.000265709386439994;0.08980419486761093;0.9350957274436951;0.165693461894989;-0.2572057247161865;-0.9520456194877625;0.33840012550354004;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009637773036956787;1.0;0.00970215629786253;1.0;0;2;TRUE
1737631800885;304042;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162427377000;2;-0.00362903019413352;0.09004891663789749;0.942315399646759;-0.9874164462089539;0.010045940056443214;-0.1578221172094345;-0.02146269753575325;0.980233371257782;0.19667702913284302;0.15667831897735596;0.1975894272327423;-0.967682957649231;1.0;-0.004185129422694445;0.08990252763032913;0.9348742365837097;0.17834880948066711;-0.2885068655014038;-0.9407207369804382;0.3000868558883667;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009596386924386024;1.0;0.009613564237952232;1.0;0;2;TRUE
1737631800904;304043;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162444060000;2;-0.0037565368693321943;0.09013499319553375;0.9426261186599731;-0.9877685904502869;0.010834961198270321;-0.15555019676685333;-0.020849177613854408;0.9794473052024841;0.20061971247196198;0.15452693402767181;0.20140895247459412;-0.9672413468360901;1.0;-0.008606983348727226;0.09003600478172302;0.934561550617218;0.19051331281661987;-0.2955934405326843;-0.9361245632171631;0.3310132920742035;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009654867462813854;1.0;0.009700633585453033;1.0;0;2;TRUE
1737631800919;304044;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5162460745000;2;-0.003585460130125284;0.08989935368299484;0.9424291849136353;-0.987573504447937;0.01306913886219263;-0.1566135585308075;-0.01828751526772976;0.9802099466323853;0.1971142590045929;0.15609028935432434;0.1975288838148117;-0.9677903652191162;1.0;0.003427080111578107;0.0905875563621521;0.936505138874054;0.15549126267433167;-0.26259759068489075;-0.9522945880889893;0.528272807598114;0;0.0;1.0;0;TRUE;1.0;TRUE;1.0;0.009478685446083546;1.0;0.00950591079890728;1.0;0;2;TRUE
